PMID	Title	Folder_Info	Proposedcondition	Proposed_Experiment_Name	Proposed_replica	Projec	SRA_id	FASTQ_TYPE	notes	strand
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	ControlUN	ZC3H28_1	5	PRJEB46453	ERR6325904	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi10	ZC3H28_1	1	PRJEB46453	ERR6325891	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi10	ZC3H28_1	2	PRJEB46453	ERR6325892	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi10	ZC3H28_1	3	PRJEB46453	ERR6325893	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi14	ZC3H28_1	1	PRJEB46453	ERR6325894	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi14	ZC3H28_1	2	PRJEB46453	ERR6325895	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi16	ZC3H28_1	1	PRJEB46453	ERR6325896	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi16	ZC3H28_1	2	PRJEB46453	ERR6325897	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi24	ZC3H28_1	1	PRJEB46453	ERR6325898	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	RNAi24	ZC3H28_1	2	PRJEB46453	ERR6325899	SINGLE		STRANDED
										STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	ControlUN	DRBD18_1	1	PRJEB41419	ERR4846467	SINGLE		STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	ControlUN	DRBD18_1	2	PRJEB41419	ERR4846468	SINGLE		STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	ControlUN	DRBD18_1	3	PRJEB41419	ERR4846469	SINGLE		STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	RNAi12	DRBD18_1	1	PRJEB41419	ERR4846464	SINGLE		STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	RNAi12	DRBD18_1	2	PRJEB41419	ERR4846465	SINGLE		STRANDED
35793904	The Trypanosoma brucei RNA-binding protein DRBD18 ensures correct mRNA trans splicing and polyadenylation patterns	DRBD18_1	RNAi12	DRBD18_1	3	PRJEB41419	ERR4846466	SINGLE		STRANDED
										STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	ControlUN	RBP42_1	1	PRJNA734911	SRR14768796	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	ControlUN	RBP42_1	2	PRJNA734911	SRR14768795	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	ControlUN	RBP42_1	3	PRJNA734911	SRR14768794	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO24	RBP42_1	1	PRJNA734911	SRR14768793	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO24	RBP42_1	2	PRJNA734911	SRR14768792	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO24	RBP42_1	3	PRJNA734911	SRR14768791	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO48	RBP42_1	1	PRJNA734911	SRR14768804	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO48	RBP42_1	2	PRJNA734911	SRR14768803	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO48	RBP42_1	3	PRJNA734911	SRR14768802	SINGLE		STRANDED
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO72	RBP42_1	1	PRJNA734911	SRR14768801	SINGLE		
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO72	RBP42_1	2	PRJNA734911	SRR14768800	SINGLE		
37581443	The RNA-binding protein RBP42 regulates cellular energy metabolism in mammalian-infective Trypanosoma brucei	RBP42_1	KO72	RBP42_1	3	PRJNA734911	SRR14768799	SINGLE		
										
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	ControlUN	MCMBP_1	1	PRJNA484931	SRR7653086	SINGLE	WTstrain660-1	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	ControlUN	MCMBP_1	2	PRJNA484931	SRR7653087	SINGLE	WTstrain660-2	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	ControlUN	MCMBP_1	3	PRJNA484931	SRR7653088	SINGLE	WTstrain661-1	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	ControlUN	MCMBP_1	4	PRJNA484931	SRR7653089	SINGLE	WTstrain661-2	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO24	MCMBP_1	1	PRJNA484931	SRR7653090	SINGLE	MCM-BPcKOstrain660-1	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO24	MCMBP_1	2	PRJNA484931	SRR7653091	SINGLE	MCM-BPcKOstrain660-2	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO24	MCMBP_1	3	PRJNA484931	SRR7653092	SINGLE	MCM-BPcKOstrain661-1	STRANDED
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO24	MCMBP_1	4	PRJNA484931	SRR7653093	SINGLE	MCM-BPcKOstrain661-2	
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO48	MCMBP_1	1	PRJNA484931	SRR7653094	SINGLE	MCM-BPcKOstrain660-1	
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO48	MCMBP_1	2	PRJNA484931	SRR7653095	SINGLE	MCM-BPcKOstrain660-2	
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO48	MCMBP_1	3	PRJNA484931	SRR7653096	SINGLE	MCM-BPcKOstrain661-1	
30407533	Genome-wide function of MCM-BP in Trypanosoma brucei DNA replication and transcription	MCMBP_1	KO48	MCMBP_1	4	PRJNA484931	SRR7653097	SINGLE	MCM-BPcKOstrain661-2	
										
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	Control	H3H4_1	1	PRJNA727846	SRR14459737	PAIRED	WT(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	Control	H3H4_1	2	PRJNA727846	SRR14459736	PAIRED	WT(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	Control	H3H4_1	3	PRJNA727846	SRR14459725	PAIRED	WT(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOJ2	H3H4_1	1	PRJNA727846	SRR14459714	PAIRED	JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOJ2	H3H4_1	2	PRJNA727846	SRR14459707	PAIRED	JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOJ2	H3H4_1	3	PRJNA727846	SRR14459706	PAIRED	JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3	H3H4_1	1	PRJNA727846	SRR14459705	PAIRED	H3vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3	H3H4_1	2	PRJNA727846	SRR14459704	PAIRED	H3vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3	H3H4_1	3	PRJNA727846	SRR14459703	PAIRED	H3vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4	H3H4_1	1	PRJNA727846	SRR14459733	PAIRED	H4vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4	H3H4_1	2	PRJNA727846	SRR14459732	PAIRED	H4vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4	H3H4_1	3	PRJNA727846	SRR14459731	PAIRED	H4vKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3J	H3H4_1	1	PRJNA727846	SRR14459702	PAIRED	H3v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3J	H3H4_1	2	PRJNA727846	SRR14459735	PAIRED	H3v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH3J	H3H4_1	3	PRJNA727846	SRR14459734	PAIRED	H3v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4J	H3H4_1	1	PRJNA727846	SRR14459730	PAIRED	H4v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4J	H3H4_1	2	PRJNA727846	SRR14459729	PAIRED	H4v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KOH4J	H3H4_1	3	PRJNA727846	SRR14459728	PAIRED	H4v/JKO	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_2	1	PRJNA727846	SRR14459727	PAIRED	DKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_2	2	PRJNA727846	SRR14459726	PAIRED	DKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_2	3	PRJNA727846	SRR14459724	PAIRED	DKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_2	1	PRJNA727846	SRR14459723	PAIRED	DKO+Tet	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_2	2	PRJNA727846	SRR14459722	PAIRED	DKO+Tet	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_2	3	PRJNA727846	SRR14459721	PAIRED	DKO+Tet	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_3	1	PRJNA727846	SRR14459720	PAIRED	TKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_3	2	PRJNA727846	SRR14459719	PAIRED	TKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	ControlUN	H3H4_3	3	PRJNA727846	SRR14459718	PAIRED	TKO-Tet(Control)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_3	1	PRJNA727846	SRR14459717	PAIRED	TKO+Tet (triple ko H3v, H4v, JBP1, and JBP2 genes)	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_3	2	PRJNA727846	SRR14459716	PAIRED	TKO+Tet	
34722526	Genetic Interaction Between Site-Specific Epigenetic Marks and Roles of H4v in Transcription Termination in Trypanosoma brucei	H3H4_1	KO48	H3H4_3	3	PRJNA727846	SRR14459715	PAIRED	TKO+Tet	
										
30543624	Ribonuclease H1-targeted R-loops in surface antigen gene expression sites can direct trypanosome immune evasion	RNaseH1_1	Control	RNaseH1_1	1	PRJEB21868	ERR2812445	PAIRED		
30543624	Ribonuclease H1-targeted R-loops in surface antigen gene expression sites can direct trypanosome immune evasion	RNaseH1_1	KO	RNaseH1_1	1	PRJEB21868	ERR2812444	PAIRED		
										
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	ControlUN	RNaseH2A_1	1	PRJEB22057	ERR3014707	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	ControlUN	RNaseH2A_1	2	PRJEB22057	ERR3014708	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	RNAi24	RNaseH2A_1	1	PRJEB22057	ERR3014709	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	RNAi24	RNaseH2A_1	2	PRJEB22057	ERR3014710	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	ControlUN	RNaseH2A_2	1	PRJEB22057	ERR3014711	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	ControlUN	RNaseH2A_2	2	PRJEB22057	ERR3014712	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	RNAi36	RNaseH2A_2	1	PRJEB22057	ERR3014713	PAIRED		
31350892	Trypanosoma brucei ribonuclease H2A is an essential R-loop processing enzyme whose loss causes DNA damage during transcription initiation and antigenic variation	RNaseH2A_1	RNAi36	RNaseH2A_2	2	PRJEB22057	ERR3014714	PAIRED		
										
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	Control	PIP5Pase_2	1	PRJNA934938	SRR23839022	NANOPORE		
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	Control	PIP5Pase_2	2	PRJNA934938	SRR23839021	NANOPORE		
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	Control	PIP5Pase_2	3	PRJNA934938	SRR23839020	NANOPORE		
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	D360A_N362A	PIP5Pase_2	1	PRJNA934938	SRR23839019	NANOPORE		
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	D360A_N362A	PIP5Pase_2	2	PRJNA934938	SRR23839018	NANOPORE		
38019264	PI(3,4,5)P3 allosteric regulation of repressor activator protein 1 controls antigenic variation in trypanosomes 	PIP5Pase_2	D360A_N362A	PIP5Pase_2	3	PRJNA934938	SRR23839017	NANOPORE		
										
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1one_1	1	PRJNA1026550	SRR26338092	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1one_1	2	PRJNA1026550	SRR26338093	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1one_1	3	PRJNA1026550	SRR26338094	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1one_1	1	PRJNA1026550	SRR26338096	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1one_1	2	PRJNA1026550	SRR26338091	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1one_1	3	PRJNA1026550	SRR26338095	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1seven_1	1	PRJNA1026550	SRR26338086	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1seven_1	2	PRJNA1026550	SRR26338087	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	Control	TbPP1seven_1	3	PRJNA1026550	SRR26338085	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1seven_1	1	PRJNA1026550	SRR26338088	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1seven_1	2	PRJNA1026550	SRR26338089	PAIRED		
38783162	Protein phosphatase PP1 regulation of RNA polymerase II transcription termination and allelic exclusion of VSG genes in trypanosomes	TbPP1one_1	RNAi24	TbPP1seven_1	3	PRJNA1026550	SRR26338090	PAIRED		
										
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	DFO_1	1	PRJNA671512	SRR12886090	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	DFO_1	2	PRJNA671512	SRR12886089	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	DFO_1	3	PRJNA671512	SRR12886080	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFO	DFO_1	1	PRJNA671512	SRR12886079	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFO	DFO_1	2	PRJNA671512	SRR12886078	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFO	DFO_1	3	PRJNA671512	SRR12886077	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFOFe	DFO_1	1	PRJNA671512	SRR12886076	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFOFe	DFO_1	2	PRJNA671512	SRR12886075	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	DFOFe	DFO_1	3	PRJNA671512	SRR12886074	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Fe	DFO_1	1	PRJNA671512	SRR12886073	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Fe	DFO_1	2	PRJNA671512	SRR12886088	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Fe	DFO_1	3	PRJNA671512	SRR12886087	PAIRED		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	TFR_1	1	PRJNA671512	SRR12886086	SINGLE		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	TFR_1	2	PRJNA671512	SRR12886085	SINGLE		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	Control	TFR_1	3	PRJNA671512	SRR12886084	SINGLE		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	RNAi24	TFR_1	1	PRJNA671512	SRR12886083	SINGLE		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	RNAi24	TFR_1	2	PRJNA671512	SRR12886082	SINGLE		
34161395	Novel aspects of iron homeostasis in pathogenic bloodstream form Trypanosoma brucei	TFR_1	RNAi24	TFR_1	3	PRJNA671512	SRR12886081	SINGLE		
										
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_1	1	PRJNA774552	SRR16573965	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_1	2	PRJNA774552	SRR16573966	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_1	3	PRJNA774552	SRR16573967	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_1	1	PRJNA774552	SRR16573968	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_1	2	PRJNA774552	SRR16573969	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_1	3	PRJNA774552	SRR16573970	PAIRED	BSF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_2	1	PRJNA774552	SRR16573971	PAIRED	PCF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_2	2	PRJNA774552	SRR16573972	PAIRED	PCF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	Control	RBP33_2	3	PRJNA774552	SRR16573973	PAIRED	PCF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_2	1	PRJNA774552	SRR16573974	PAIRED	PCF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_2	2	PRJNA774552	SRR16573975	PAIRED	PCF	
36454008	The RNA-binding protein RBP33 dampens non-productive transcription in trypanosomes 	RBP33_1	RNAi48	RBP33_2	3	PRJNA774552	SRR16573976	PAIRED	PCF	

30040830	The mRNA cap methyltransferase gene TbCMT1 is not essential in vitro but is a virulence factor in vivo for bloodstream form Trypanosoma brucei 	TbCMT1	KO	TbCMT1_1	1	PRJNA449620	SRR6982814	PAIRED	BSF	
30040830	The mRNA cap methyltransferase gene TbCMT1 is not essential in vitro but is a virulence factor in vivo for bloodstream form Trypanosoma brucei 	TbCMT1	Control	TbCMT1_1	1	PRJNA449620	SRR6982815	PAIRED	BSF	
